





























































































































































































































































































































































-0.3181404173374176,0.31900256872177124,-0.09736952185630798,-0.30542951822280884,0.22785896062850952,-0.12259887903928757,-0.2779432535171509,0.15324246883392334,-0.14962169528007507,-0.39042575657367706,0.21583306789398193,-0.06460212171077728,-0.40993884950876236,0.1125836968421936,-0.09212066978216171,-0.42731714993715286,0.052765071392059326,-0.11339465528726578,-0.44469910115003586,0.006494760513305664,-0.12803038954734802,-0.4332159608602524,0.23836255073547363,-0.048248447477817535,-0.45522473379969597,0.1288919448852539,-0.07437411695718765,-0.4711119160056114,0.06923222541809082,-0.09849013388156891,-0.489004909992218,0.02119821310043335,-0.11593188345432281,-0.4679129682481289,0.27919358015060425,-0.037222109735012054,-0.49010931327939034,0.18232786655426025,-0.064357690513134,-0.5074855349957943,0.12362134456634521,-0.08983913064002991,-0.5254993364214897,0.07970690727233887,-0.10639144480228424,-0.4994664452970028,0.3346039652824402,-0.0317961648106575,-0.5197572410106659,0.2556704878807068,-0.05625635385513306,-0.5327513664960861,0.2091292142868042,-0.07514416426420212,-0.5462806075811386,0.17074251174926758,-0.08870691061019897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
