


































































































































































































































































































































































































































































































































































-0.08915776014328003,0.4580587148666382,-0.023553160950541496,-0.050917625427246094,0.4113451838493347,-0.043273866176605225,-0.022072911262512207,0.36837583780288696,-0.0646994486451149,-0.12201917171478271,0.3031200170516968,-0.0134577676653862,-0.09312474727630615,0.2235206961631775,-0.033959731459617615,-0.061257392168045044,0.22820138931274414,-0.04598917067050934,-0.035915255546569824,0.2606223225593567,-0.05393649637699127,-0.15033379197120667,0.2926413416862488,-0.029494140297174454,-0.1380653977394104,0.18274754285812378,-0.05470062419772148,-0.1114361584186554,0.16844284534454346,-0.0746595710515976,-0.08853530883789062,0.18690979480743408,-0.08739502727985382,-0.180723637342453,0.3058297038078308,-0.04797827824950218,-0.1726270616054535,0.19669538736343384,-0.07338269054889679,-0.14500784873962402,0.1716814637184143,-0.09413539618253708,-0.12050774693489075,0.17370003461837769,-0.1068950966000557,-0.2118505835533142,0.33726829290390015,-0.06728112697601318,-0.20314592123031616,0.258689284324646,-0.08839593082666397,-0.18150949478149414,0.23837405443191528,-0.10149313509464264,-0.1599227488040924,0.23840832710266113,-0.11096371710300446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
